,sampleID
2634,speaker012_0067
2635,speaker012_0268
2636,speaker012_0083
2637,speaker012_0124
2638,speaker012_0050
2639,speaker012_0193
2640,speaker012_0190
2641,speaker012_0009
2642,speaker012_0228
2643,speaker012_0169
2644,speaker012_0044
2645,speaker012_0029
2646,speaker012_0170
2647,speaker012_0020
2648,speaker012_0112
2649,speaker012_0085
2650,speaker012_0192
2651,speaker012_0237
2652,speaker012_0133
2653,speaker012_0189
2654,speaker012_0273
2655,speaker012_0215
2656,speaker012_0250
2657,speaker012_0278
2658,speaker012_0291
2659,speaker012_0225
2660,speaker012_0103
2661,speaker012_0264
2662,speaker012_0182
2663,speaker012_0152
2664,speaker012_0038
2665,speaker012_0154
2666,speaker012_0093
2667,speaker012_0214
2668,speaker012_0156
2669,speaker012_0042
2670,speaker012_0086
2671,speaker012_0014
2672,speaker012_0092
2673,speaker012_0195
2674,speaker012_0015
2675,speaker012_0227
2676,speaker012_0167
2677,speaker012_0076
2678,speaker012_0121
2679,speaker012_0080
2680,speaker012_0028
2681,speaker012_0196
2682,speaker012_0126
2683,speaker012_0259
2684,speaker012_0266
2685,speaker012_0023
2686,speaker012_0004
2687,speaker012_0206
2688,speaker012_0142
2689,speaker012_0089
2690,speaker012_0070
2691,speaker012_0201
2692,speaker012_0187
2693,speaker012_0100
2694,speaker012_0120
2695,speaker007_0101
2696,speaker007_0129
2697,speaker007_0093
2698,speaker007_0215
2699,speaker007_0231
2700,speaker007_0223
2701,speaker007_0117
2702,speaker007_0053
2703,speaker007_0031
2704,speaker007_0091
2705,speaker007_0245
2706,speaker007_0238
2707,speaker007_0118
2708,speaker007_0063
2709,speaker007_0072
2710,speaker007_0233
2711,speaker007_0262
2712,speaker007_0189
2713,speaker007_0000
2714,speaker007_0226
2715,speaker007_0162
2716,speaker007_0046
2717,speaker007_0232
2718,speaker007_0065
2719,speaker007_0134
2720,speaker007_0055
2721,speaker007_0137
2722,speaker007_0024
2723,speaker007_0212
2724,speaker007_0015
2725,speaker007_0195
2726,speaker007_0116
2727,speaker007_0080
2728,speaker007_0008
2729,speaker007_0020
2730,speaker007_0132
2731,speaker007_0145
2732,speaker007_0216
2733,speaker007_0027
2734,speaker007_0017
2735,speaker007_0075
2736,speaker007_0142
2737,speaker007_0025
2738,speaker007_0200
2739,speaker007_0125
2740,speaker007_0178
2741,speaker007_0004
2742,speaker007_0019
2743,speaker007_0213
2744,speaker007_0214
2745,speaker007_0157
2746,speaker007_0257
2747,speaker007_0204
2748,speaker007_0128
2749,speaker007_0084
2750,speaker007_0248
2751,speaker007_0155
2752,speaker007_0119
2753,speaker007_0041
2754,speaker007_0242
2755,speaker007_0175
2756,speaker007_0148
2757,speaker007_0191
2758,speaker007_0193
2759,speaker007_0049
2760,speaker007_0176
2761,speaker007_0042
2762,speaker007_0070
2763,speaker007_0258
2764,speaker007_0010
2765,speaker007_0111
2766,speaker007_0218
2767,speaker007_0179
2768,speaker007_0172
2769,speaker007_0114
2770,speaker007_0085
2771,speaker007_0152
2772,speaker007_0066
2773,speaker007_0062
2774,speaker007_0112
2775,speaker007_0160
2776,speaker007_0050
2777,speaker007_0022
2778,speaker007_0018
2779,speaker007_0197
2780,speaker007_0098
2781,speaker007_0123
2782,speaker007_0005
2783,speaker007_0188
2784,speaker007_0138
2785,speaker007_0104
2786,speaker007_0254
2787,speaker007_0217
2788,speaker007_0177
2789,speaker007_0235
2790,speaker007_0009
2791,speaker007_0120
2792,speaker007_0056
2793,speaker007_0011
2794,speaker007_0255
2795,speaker007_0002
2796,speaker007_0187
2797,speaker007_0249
2798,speaker007_0016
2799,speaker007_0109
2800,speaker007_0069
2801,speaker007_0106
2802,speaker007_0059
2803,speaker007_0165
2804,speaker007_0186
2805,speaker007_0163
2806,speaker007_0169
2807,speaker007_0102
2808,speaker007_0079
2809,speaker007_0182
2810,speaker007_0107
2811,speaker007_0058
2812,speaker007_0057
2813,speaker007_0121
2814,speaker007_0154
2815,speaker007_0192
2816,speaker007_0077
2817,speaker007_0030
2818,speaker007_0170
2819,speaker007_0220
2820,speaker007_0261
2821,speaker007_0207
2822,speaker007_0158
2823,speaker007_0115
2824,speaker007_0243
2825,speaker007_0190
2826,speaker007_0156
2827,speaker007_0078
2828,speaker007_0006
2829,speaker007_0095
2830,speaker007_0219
2831,speaker007_0166
2832,speaker007_0131
2833,speaker007_0035
2834,speaker007_0161
2835,speaker007_0184
2836,speaker007_0139
2837,speaker007_0068
2838,speaker007_0054
2839,speaker007_0171
2840,speaker007_0122
2841,speaker007_0234
2842,speaker007_0037
2843,speaker007_0110
2844,speaker007_0045
2845,speaker007_0244
2846,speaker007_0185
2847,speaker007_0007
2848,speaker007_0201
2849,speaker007_0108
2850,speaker007_0081
2851,speaker007_0099
2852,speaker007_0124
2853,speaker007_0144
2854,speaker007_0089
2855,speaker007_0067
2856,speaker007_0221
2857,speaker007_0229
2858,speaker007_0168
2859,speaker007_0086
2860,speaker007_0183
2861,speaker007_0094
2862,speaker007_0147
2863,speaker007_0236
2864,speaker007_0090
2865,speaker007_0199
2866,speaker007_0150
2867,speaker007_0001
2868,speaker007_0159
2869,speaker007_0224
2870,speaker007_0033
2871,speaker026_0084
2872,speaker026_0118
2873,speaker026_0143
2874,speaker026_0076
2875,speaker026_0210
2876,speaker026_0081
2877,speaker026_0117
2878,speaker026_0011
2879,speaker026_0187
2880,speaker026_0152
2881,speaker026_0085
2882,speaker026_0042
2883,speaker026_0199
2884,speaker026_0054
2885,speaker026_0192
2886,speaker026_0073
2887,speaker026_0087
2888,speaker026_0161
2889,speaker026_0181
2890,speaker026_0157
2891,speaker026_0089
2892,speaker026_0133
2893,speaker026_0218
2894,speaker026_0173
2895,speaker026_0017
2896,speaker026_0082
2897,speaker026_0020
2898,speaker026_0025
2899,speaker026_0208
2900,speaker026_0043
2901,speaker026_0168
2902,speaker026_0178
2903,speaker026_0002
2904,speaker026_0070
2905,speaker026_0049
2906,speaker026_0046
2907,speaker026_0198
2908,speaker026_0183
2909,speaker026_0034
2910,speaker026_0179
2911,speaker026_0136
2912,speaker026_0006
2913,speaker026_0215
2914,speaker026_0010
2915,speaker026_0047
2916,speaker026_0163
2917,speaker026_0146
2918,speaker026_0155
2919,speaker026_0068
2920,speaker026_0059
2921,speaker026_0044
2922,speaker026_0030
2923,speaker026_0190
2924,speaker026_0172
2925,speaker026_0139
2926,speaker026_0069
2927,speaker026_0141
2928,speaker026_0176
2929,speaker026_0099
2930,speaker026_0110
2931,speaker026_0016
2932,speaker026_0185
2933,speaker026_0125
2934,speaker026_0175
2935,speaker026_0080
2936,speaker026_0103
2937,speaker026_0164
2938,speaker026_0022
2939,speaker026_0037
2940,speaker026_0202
2941,speaker026_0051
2942,speaker026_0132
2943,speaker026_0077
2944,speaker026_0000
2945,speaker026_0184
2946,speaker026_0151
2947,speaker026_0005
2948,speaker026_0058
2949,speaker026_0123
2950,speaker026_0092
2951,speaker026_0062
2952,speaker026_0038
2953,speaker026_0106
2954,speaker026_0126
2955,speaker026_0216
2956,speaker026_0019
2957,speaker026_0061
2958,speaker026_0131
2959,speaker026_0189
2960,speaker026_0071
2961,speaker026_0093
2962,speaker026_0075
2963,speaker026_0220
2964,speaker026_0188
2965,speaker026_0048
2966,speaker026_0130
2967,speaker026_0088
2968,speaker026_0197
2969,speaker026_0021
2970,speaker026_0195
2971,speaker026_0180
2972,speaker026_0026
2973,speaker026_0057
2974,speaker026_0120
2975,speaker026_0129
2976,speaker026_0014
2977,speaker026_0207
2978,speaker026_0162
2979,speaker026_0109
2980,speaker026_0105
2981,speaker026_0067
2982,speaker026_0029
2983,speaker026_0211
2984,speaker026_0100
2985,speaker026_0053
2986,speaker026_0127
2987,speaker026_0144
2988,speaker026_0098
2989,speaker026_0124
2990,speaker026_0095
2991,speaker026_0145
2992,speaker026_0107
2993,speaker026_0091
2994,speaker026_0205
2995,speaker026_0170
2996,speaker026_0018
2997,speaker026_0009
2998,speaker026_0201
2999,speaker026_0193
3000,speaker026_0104
3001,speaker026_0066
3002,speaker026_0191
3003,speaker026_0040
3004,speaker026_0111
3005,speaker026_0177
3006,speaker026_0041
3007,speaker026_0065
3008,speaker026_0169
3009,speaker026_0116
3010,speaker026_0036
3011,speaker026_0149
3012,speaker026_0083
3013,speaker026_0108
3014,speaker026_0171
3015,speaker026_0147
3016,speaker026_0007
3017,speaker026_0122
3018,speaker026_0078
3019,speaker026_0206
3020,speaker026_0203
3021,speaker026_0094
3022,speaker026_0039
3023,speaker026_0045
3024,speaker026_0055
3025,speaker026_0160
3026,speaker026_0138
3027,speaker026_0128
3028,speaker025_0177
3029,speaker025_0002
3030,speaker025_0207
3031,speaker025_0212
3032,speaker025_0083
3033,speaker025_0108
3034,speaker025_0066
3035,speaker025_0136
3036,speaker025_0049
3037,speaker025_0146
3038,speaker025_0139
3039,speaker025_0079
3040,speaker025_0175
3041,speaker025_0195
3042,speaker025_0060
3043,speaker025_0170
3044,speaker025_0193
3045,speaker025_0141
3046,speaker025_0104
3047,speaker025_0080
3048,speaker025_0190
3049,speaker025_0004
3050,speaker025_0013
3051,speaker025_0099
3052,speaker025_0090
3053,speaker025_0160
3054,speaker025_0131
3055,speaker025_0077
3056,speaker025_0033
3057,speaker025_0169
3058,speaker025_0226
3059,speaker025_0005
3060,speaker025_0194
3061,speaker025_0192
3062,speaker025_0122
3063,speaker025_0132
3064,speaker025_0073
3065,speaker025_0217
3066,speaker025_0182
3067,speaker025_0161
3068,speaker025_0181
3069,speaker025_0147
3070,speaker025_0128
3071,speaker025_0135
3072,speaker025_0016
3073,speaker025_0012
3074,speaker025_0109
3075,speaker025_0075
3076,speaker025_0116
3077,speaker025_0020
3078,speaker025_0152
3079,speaker025_0114
3080,speaker025_0198
3081,speaker025_0039
3082,speaker025_0098
3083,speaker025_0208
3084,speaker025_0205
3085,speaker025_0027
3086,speaker025_0107
3087,speaker025_0134
3088,speaker025_0163
3089,speaker025_0082
3090,speaker025_0100
3091,speaker025_0174
3092,speaker025_0200
3093,speaker025_0166
3094,speaker025_0052
3095,speaker025_0029
3096,speaker025_0145
3097,speaker025_0067
3098,speaker025_0074
3099,speaker025_0218
3100,speaker025_0044
3101,speaker025_0096
3102,speaker025_0201
3103,speaker025_0061
3104,speaker025_0118
3105,speaker025_0202
3106,speaker025_0028
3107,speaker025_0106
3108,speaker025_0024
3109,speaker025_0088
3110,speaker025_0071
3111,speaker025_0064
3112,speaker025_0063
3113,speaker025_0127
3114,speaker025_0003
3115,speaker025_0206
3116,speaker025_0093
3117,speaker025_0149
3118,speaker025_0120
3119,speaker025_0168
3120,speaker025_0210
3121,speaker025_0184
3122,speaker025_0167
3123,speaker025_0078
3124,speaker025_0022
3125,speaker025_0059
3126,speaker025_0158
3127,speaker025_0057
3128,speaker025_0103
3129,speaker025_0115
3130,speaker025_0215
3131,speaker025_0159
3132,speaker025_0056
3133,speaker025_0126
3134,speaker025_0156
3135,speaker025_0171
3136,speaker025_0112
3137,speaker025_0224
3138,speaker025_0204
3139,speaker025_0025
3140,speaker025_0030
3141,speaker025_0035
3142,speaker025_0142
3143,speaker025_0019
3144,speaker025_0176
3145,speaker025_0048
3146,speaker025_0011
3147,speaker025_0155
3148,speaker025_0021
3149,speaker025_0110
3150,speaker025_0123
3151,speaker025_0213
3152,speaker025_0137
3153,speaker025_0197
3154,speaker025_0221
3155,speaker025_0046
3156,speaker025_0070
3157,speaker025_0038
3158,speaker025_0085
3159,speaker025_0157
3160,speaker025_0153
3161,speaker025_0209
3162,speaker025_0042
3163,speaker025_0148
3164,speaker025_0055
3165,speaker025_0053
3166,speaker025_0065
3167,speaker025_0015
3168,speaker025_0047
3169,speaker025_0000
3170,speaker025_0089
3171,speaker025_0154
3172,speaker025_0150
3173,speaker025_0165
3174,speaker025_0031
3175,speaker025_0189
3176,speaker025_0014
3177,speaker025_0119
3178,speaker025_0179
3179,speaker025_0151
3180,speaker025_0173
3181,speaker025_0191
3182,speaker025_0009
3183,speaker025_0196
3184,speaker025_0050
3185,speaker025_0032
3186,speaker025_0040
3187,speaker025_0164
3188,speaker025_0143
3189,speaker025_0007
3190,speaker025_0101
3191,speaker022_0065
3192,speaker022_0099
3193,speaker022_0116
3194,speaker022_0100
3195,speaker022_0094
3196,speaker022_0069
3197,speaker022_0076
3198,speaker022_0117
3199,speaker022_0206
3200,speaker022_0191
3201,speaker022_0170
3202,speaker022_0213
3203,speaker022_0102
3204,speaker022_0073
3205,speaker022_0038
3206,speaker022_0046
3207,speaker022_0110
3208,speaker022_0036
3209,speaker022_0064
3210,speaker022_0176
3211,speaker022_0142
3212,speaker022_0058
3213,speaker022_0077
3214,speaker022_0001
3215,speaker022_0130
3216,speaker022_0154
3217,speaker022_0186
3218,speaker022_0147
3219,speaker022_0153
3220,speaker022_0022
3221,speaker022_0150
3222,speaker022_0029
3223,speaker022_0120
3224,speaker022_0189
3225,speaker022_0216
3226,speaker022_0157
3227,speaker022_0234
3228,speaker022_0054
3229,speaker022_0031
3230,speaker022_0089
3231,speaker022_0039
3232,speaker022_0214
3233,speaker022_0078
3234,speaker022_0179
3235,speaker022_0172
3236,speaker022_0145
3237,speaker022_0230
3238,speaker022_0079
3239,speaker022_0087
3240,speaker022_0037
3241,speaker022_0225
3242,speaker022_0050
3243,speaker022_0009
3244,speaker022_0218
3245,speaker022_0016
3246,speaker022_0114
3247,speaker022_0062
3248,speaker022_0208
3249,speaker022_0051
3250,speaker022_0047
3251,speaker022_0020
3252,speaker022_0008
3253,speaker022_0004
3254,speaker022_0136
3255,speaker022_0085
3256,speaker022_0171
3257,speaker022_0049
3258,speaker022_0219
3259,speaker022_0092
3260,speaker022_0209
3261,speaker022_0146
3262,speaker022_0123
3263,speaker022_0090
3264,speaker022_0111
3265,speaker022_0086
3266,speaker022_0163
3267,speaker022_0103
3268,speaker022_0228
3269,speaker022_0040
3270,speaker022_0139
3271,speaker022_0018
3272,speaker022_0106
3273,speaker022_0207
3274,speaker022_0059
3275,speaker022_0066
3276,speaker022_0056
3277,speaker022_0138
3278,speaker022_0137
3279,speaker022_0067
3280,speaker022_0081
3281,speaker022_0019
3282,speaker022_0083
3283,speaker022_0074
3284,speaker022_0158
3285,speaker022_0091
3286,speaker022_0224
3287,speaker022_0014
3288,speaker022_0098
3289,speaker022_0113
3290,speaker022_0010
3291,speaker022_0155
3292,speaker022_0052
3293,speaker022_0000
3294,speaker022_0144
3295,speaker022_0165
3296,speaker022_0166
3297,speaker022_0034
3298,speaker022_0055
3299,speaker022_0084
3300,speaker022_0093
3301,speaker022_0236
3302,speaker022_0202
3303,speaker022_0112
3304,speaker022_0011
3305,speaker022_0194
3306,speaker022_0192
3307,speaker022_0226
3308,speaker022_0199
3309,speaker022_0160
3310,speaker022_0068
3311,speaker022_0128
3312,speaker022_0005
3313,speaker022_0190
3314,speaker022_0071
3315,speaker022_0104
3316,speaker022_0203
3317,speaker022_0025
3318,speaker022_0125
3319,speaker022_0023
3320,speaker022_0133
3321,speaker022_0030
3322,speaker022_0204
3323,speaker022_0185
3324,speaker022_0021
3325,speaker022_0164
3326,speaker022_0184
3327,speaker022_0024
3328,speaker022_0233
3329,speaker022_0045
3330,speaker022_0017
3331,speaker022_0141
3332,speaker022_0212
3333,speaker022_0118
3334,speaker022_0080
3335,speaker022_0027
3336,speaker022_0140
3337,speaker022_0193
3338,speaker022_0231
3339,speaker022_0151
3340,speaker022_0152
3341,speaker022_0187
3342,speaker022_0121
3343,speaker022_0060
3344,speaker022_0211
3345,speaker022_0082
3346,speaker022_0167
3347,speaker022_0222
3348,speaker022_0012
3349,speaker022_0061
3350,speaker022_0095
3351,speaker022_0070
3352,speaker022_0003
3353,speaker022_0122
3354,speaker022_0107
3355,speaker022_0195
3356,speaker022_0168
3357,speaker022_0210
3358,speaker022_0180
3359,speaker022_0188
3360,speaker010_0003
3361,speaker010_0176
3362,speaker010_0042
3363,speaker010_0158
3364,speaker010_0142
3365,speaker010_0130
3366,speaker010_0041
3367,speaker010_0197
3368,speaker010_0074
3369,speaker010_0190
3370,speaker010_0177
3371,speaker010_0065
3372,speaker010_0110
3373,speaker010_0051
3374,speaker010_0115
3375,speaker010_0155
3376,speaker010_0153
3377,speaker010_0039
3378,speaker010_0140
3379,speaker010_0054
3380,speaker010_0104
3381,speaker010_0016
3382,speaker010_0036
3383,speaker010_0043
3384,speaker010_0092
3385,speaker010_0169
3386,speaker010_0212
3387,speaker010_0107
3388,speaker010_0091
3389,speaker010_0069
3390,speaker010_0192
3391,speaker010_0128
3392,speaker010_0086
3393,speaker010_0151
3394,speaker010_0165
3395,speaker010_0040
3396,speaker010_0163
3397,speaker010_0088
3398,speaker010_0205
3399,speaker010_0002
3400,speaker010_0067
3401,speaker010_0194
3402,speaker010_0015
3403,speaker010_0211
3404,speaker010_0196
3405,speaker010_0136
3406,speaker010_0182
3407,speaker010_0082
3408,speaker010_0164
3409,speaker010_0097
3410,speaker010_0161
3411,speaker010_0089
3412,speaker010_0101
3413,speaker010_0193
3414,speaker010_0079
3415,speaker010_0000
3416,speaker010_0034
3417,speaker010_0094
3418,speaker010_0053
3419,speaker010_0102
3420,speaker010_0112
3421,speaker010_0188
3422,speaker010_0103
3423,speaker010_0149
3424,speaker010_0206
3425,speaker010_0213
3426,speaker010_0008
3427,speaker010_0132
3428,speaker010_0029
3429,speaker010_0106
3430,speaker010_0160
3431,speaker010_0121
3432,speaker010_0064
3433,speaker010_0204
3434,speaker010_0146
3435,speaker010_0012
3436,speaker010_0201
3437,speaker010_0096
3438,speaker010_0209
3439,speaker010_0058
3440,speaker010_0044
3441,speaker010_0141
3442,speaker010_0072
3443,speaker010_0175
3444,speaker010_0013
3445,speaker010_0095
3446,speaker010_0173
3447,speaker010_0084
3448,speaker010_0171
3449,speaker010_0207
3450,speaker010_0047
3451,speaker010_0033
3452,speaker010_0048
3453,speaker010_0184
3454,speaker010_0037
3455,speaker010_0138
3456,speaker010_0167
3457,speaker010_0023
3458,speaker010_0057
3459,speaker010_0031
3460,speaker010_0199
3461,speaker010_0077
3462,speaker010_0168
3463,speaker010_0018
3464,speaker010_0076
3465,speaker010_0166
3466,speaker010_0117
3467,speaker010_0035
3468,speaker010_0131
3469,speaker010_0186
3470,speaker010_0017
3471,speaker010_0021
3472,speaker010_0157
3473,speaker010_0014
3474,speaker010_0152
3475,speaker010_0004
3476,speaker010_0055
3477,speaker010_0075
3478,speaker010_0210
3479,speaker010_0203
3480,speaker010_0195
3481,speaker010_0087
3482,speaker010_0198
3483,speaker010_0154
3484,speaker010_0118
3485,speaker010_0113
3486,speaker010_0119
3487,speaker010_0049
3488,speaker010_0045
3489,speaker010_0189
3490,speaker010_0108
3491,speaker010_0202
3492,speaker010_0191
3493,speaker010_0010
3494,speaker010_0100
3495,speaker010_0070
3496,speaker010_0122
3497,speaker010_0059
3498,speaker010_0120
3499,speaker010_0027
3500,speaker010_0134
3501,speaker010_0032
3502,speaker010_0038
3503,speaker010_0093
3504,speaker010_0124
3505,speaker010_0066
3506,speaker010_0028
3507,speaker010_0116
3508,speaker010_0062
3509,speaker010_0156
3510,speaker010_0105
3511,speaker010_0011
3512,speaker009_0036
3513,speaker009_0086
3514,speaker009_0009
3515,speaker009_0096
3516,speaker009_0050
3517,speaker009_0165
3518,speaker009_0058
3519,speaker009_0020
3520,speaker009_0061
3521,speaker009_0033
3522,speaker009_0041
3523,speaker009_0053
3524,speaker009_0156
3525,speaker009_0144
3526,speaker009_0134
3527,speaker009_0088
3528,speaker009_0040
3529,speaker009_0196
3530,speaker009_0072
3531,speaker009_0142
3532,speaker009_0107
3533,speaker009_0103
3534,speaker009_0113
3535,speaker009_0048
3536,speaker009_0138
3537,speaker009_0155
3538,speaker009_0186
3539,speaker009_0005
3540,speaker009_0200
3541,speaker009_0158
3542,speaker009_0019
3543,speaker009_0111
3544,speaker009_0173
3545,speaker009_0198
3546,speaker009_0197
3547,speaker009_0153
3548,speaker009_0007
3549,speaker009_0065
3550,speaker009_0051
3551,speaker009_0027
3552,speaker009_0119
3553,speaker009_0023
3554,speaker009_0143
3555,speaker009_0126
3556,speaker009_0071
3557,speaker009_0150
3558,speaker009_0070
3559,speaker009_0025
3560,speaker009_0195
3561,speaker009_0006
3562,speaker009_0182
3563,speaker009_0012
3564,speaker009_0045
3565,speaker009_0037
3566,speaker009_0145
3567,speaker009_0013
3568,speaker009_0085
3569,speaker009_0083
3570,speaker009_0151
3571,speaker009_0106
3572,speaker009_0171
3573,speaker009_0185
3574,speaker009_0115
3575,speaker009_0201
3576,speaker009_0024
3577,speaker009_0091
3578,speaker009_0073
3579,speaker009_0194
3580,speaker009_0191
3581,speaker009_0168
3582,speaker009_0031
3583,speaker009_0011
3584,speaker009_0004
3585,speaker009_0039
3586,speaker009_0187
3587,speaker009_0078
3588,speaker009_0090
3589,speaker009_0034
3590,speaker009_0000
3591,speaker009_0077
3592,speaker009_0014
3593,speaker009_0174
3594,speaker009_0121
3595,speaker009_0063
3596,speaker009_0141
3597,speaker009_0123
3598,speaker009_0057
3599,speaker009_0114
3600,speaker009_0125
3601,speaker009_0064
3602,speaker009_0110
3603,speaker009_0068
3604,speaker009_0148
3605,speaker009_0017
3606,speaker009_0098
3607,speaker009_0190
3608,speaker009_0018
3609,speaker009_0055
3610,speaker009_0116
3611,speaker009_0104
3612,speaker009_0074
3613,speaker009_0117
3614,speaker009_0044
3615,speaker009_0080
3616,speaker009_0062
3617,speaker009_0008
3618,speaker009_0157
3619,speaker009_0056
3620,speaker009_0152
3621,speaker009_0128
3622,speaker009_0166
3623,speaker009_0177
3624,speaker009_0137
3625,speaker009_0164
3626,speaker009_0179
3627,speaker009_0122
3628,speaker009_0133
3629,speaker009_0112
3630,speaker009_0092
3631,speaker009_0032
3632,speaker009_0162
3633,speaker009_0131
3634,speaker009_0109
3635,speaker009_0146
3636,speaker009_0108
3637,speaker009_0093
3638,speaker009_0047
3639,speaker009_0052
3640,speaker009_0136
3641,speaker009_0178
3642,speaker009_0066
3643,speaker009_0082
3644,speaker009_0067
3645,speaker009_0059
3646,speaker009_0030
3647,speaker009_0192
3648,speaker009_0140
3649,speaker009_0202
3650,speaker009_0003
3651,speaker009_0170
3652,speaker009_0180
3653,speaker009_0026
3654,speaker009_0002
3655,speaker009_0105
3656,speaker009_0163
3657,speaker009_0021
3658,speaker024_0066
3659,speaker024_0059
3660,speaker024_0068
3661,speaker024_0040
3662,speaker024_0071
3663,speaker024_0077
3664,speaker024_0065
3665,speaker024_0035
3666,speaker024_0119
3667,speaker024_0138
3668,speaker024_0042
3669,speaker024_0008
3670,speaker024_0131
3671,speaker024_0023
3672,speaker024_0020
3673,speaker024_0016
3674,speaker024_0087
3675,speaker024_0095
3676,speaker024_0070
3677,speaker024_0098
3678,speaker024_0031
3679,speaker024_0054
3680,speaker024_0067
3681,speaker024_0013
3682,speaker024_0050
3683,speaker024_0024
3684,speaker024_0083
3685,speaker024_0085
3686,speaker024_0118
3687,speaker024_0053
3688,speaker024_0111
3689,speaker024_0102
3690,speaker024_0014
3691,speaker024_0073
3692,speaker024_0058
3693,speaker024_0019
3694,speaker024_0029
3695,speaker024_0043
3696,speaker024_0084
3697,speaker024_0006
3698,speaker024_0037
3699,speaker024_0063
3700,speaker024_0123
3701,speaker024_0079
3702,speaker024_0048
3703,speaker024_0034
3704,speaker024_0078
3705,speaker024_0093
3706,speaker024_0127
3707,speaker024_0125
3708,speaker024_0101
3709,speaker024_0128
3710,speaker024_0117
3711,speaker024_0056
3712,speaker024_0038
3713,speaker024_0062
3714,speaker024_0105
3715,speaker024_0028
3716,speaker024_0026
3717,speaker024_0122
3718,speaker024_0027
3719,speaker024_0136
3720,speaker024_0074
3721,speaker024_0082
3722,speaker024_0075
3723,speaker024_0134
3724,speaker024_0002
3725,speaker024_0000
3726,speaker024_0124
3727,speaker024_0069
3728,speaker024_0100
3729,speaker024_0080
3730,speaker024_0012
3731,speaker024_0130
3732,speaker024_0133
3733,speaker024_0052
3734,speaker024_0045
3735,speaker024_0090
3736,speaker024_0086
3737,speaker024_0110
3738,speaker024_0007
3739,speaker024_0049
3740,speaker024_0116
3741,speaker024_0010
3742,speaker024_0076
3743,speaker024_0004
3744,speaker024_0051
3745,speaker024_0137
3746,speaker024_0104
3747,speaker024_0107
3748,speaker024_0121
3749,speaker024_0039
3750,speaker024_0018
3751,speaker024_0009
3752,speaker024_0097
3753,speaker024_0092
3754,speaker024_0046
3755,speaker017_0030
3756,speaker017_0148
3757,speaker017_0019
3758,speaker017_0140
3759,speaker017_0084
3760,speaker017_0029
3761,speaker017_0008
3762,speaker017_0078
3763,speaker017_0135
3764,speaker017_0031
3765,speaker017_0104
3766,speaker017_0092
3767,speaker017_0128
3768,speaker017_0123
3769,speaker017_0144
3770,speaker017_0124
3771,speaker017_0035
3772,speaker017_0126
3773,speaker017_0047
3774,speaker017_0044
3775,speaker017_0125
3776,speaker017_0027
3777,speaker017_0129
3778,speaker017_0162
3779,speaker017_0011
3780,speaker017_0165
3781,speaker017_0120
3782,speaker017_0089
3783,speaker017_0152
3784,speaker017_0064
3785,speaker017_0085
3786,speaker017_0159
3787,speaker017_0158
3788,speaker017_0002
3789,speaker017_0059
3790,speaker017_0082
3791,speaker017_0010
3792,speaker017_0021
3793,speaker017_0088
3794,speaker017_0017
3795,speaker017_0111
3796,speaker017_0028
3797,speaker017_0117
3798,speaker017_0145
3799,speaker017_0012
3800,speaker017_0037
3801,speaker017_0004
3802,speaker017_0049
3803,speaker017_0155
3804,speaker017_0091
3805,speaker017_0051
3806,speaker017_0067
3807,speaker017_0024
3808,speaker017_0075
3809,speaker017_0112
3810,speaker017_0033
3811,speaker017_0138
3812,speaker017_0000
3813,speaker017_0018
3814,speaker017_0149
3815,speaker017_0108
3816,speaker017_0166
3817,speaker017_0006
3818,speaker017_0046
3819,speaker017_0045
3820,speaker017_0115
3821,speaker017_0025
3822,speaker017_0083
3823,speaker017_0087
3824,speaker017_0079
3825,speaker017_0077
3826,speaker017_0068
3827,speaker017_0007
3828,speaker017_0141
3829,speaker017_0069
3830,speaker017_0151
3831,speaker017_0094
3832,speaker017_0116
3833,speaker017_0073
3834,speaker017_0102
3835,speaker017_0076
3836,speaker017_0043
3837,speaker017_0072
3838,speaker017_0136
3839,speaker017_0023
3840,speaker017_0032
3841,speaker017_0121
3842,speaker017_0080
3843,speaker017_0086
3844,speaker017_0001
3845,speaker017_0113
3846,speaker017_0065
3847,speaker017_0034
3848,speaker017_0063
3849,speaker017_0056
3850,speaker017_0014
3851,speaker017_0026
3852,speaker017_0071
3853,speaker017_0110
3854,speaker017_0163
3855,speaker017_0050
3856,speaker017_0061
3857,speaker017_0114
3858,speaker017_0160
3859,speaker017_0093
3860,speaker017_0036
3861,speaker017_0054
3862,speaker017_0090
3863,speaker017_0003
3864,speaker017_0013
3865,speaker017_0164
3866,speaker017_0161
3867,speaker017_0130
3868,speaker011_0130
3869,speaker011_0113
3870,speaker011_0066
3871,speaker011_0100
3872,speaker011_0103
3873,speaker011_0051
3874,speaker011_0091
3875,speaker011_0036
3876,speaker011_0087
3877,speaker011_0003
3878,speaker011_0083
3879,speaker011_0049
3880,speaker011_0099
3881,speaker011_0039
3882,speaker011_0138
3883,speaker011_0085
3884,speaker011_0133
3885,speaker011_0079
3886,speaker011_0065
3887,speaker011_0007
3888,speaker011_0016
3889,speaker011_0128
3890,speaker011_0121
3891,speaker011_0008
3892,speaker011_0034
3893,speaker011_0118
3894,speaker011_0061
3895,speaker011_0017
3896,speaker011_0010
3897,speaker011_0015
3898,speaker011_0020
3899,speaker011_0009
3900,speaker011_0019
3901,speaker011_0025
3902,speaker011_0030
3903,speaker011_0135
3904,speaker011_0054
3905,speaker011_0141
